 ,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
745,000663,永安林业,-0.05,-0.0,,-0.83,,-1750.43,2.9,,04-28
746,601607,上海医药,0.37,12.36,,3.11,,99938.68,12.37,,04-28
747,600331,宏达股份,0.02,-192.89,,1.0,,4767.38,-192.86,,04-28
748,002094,青岛金王,0.07,40.64,,1.41,,2494.94,65.12,,04-28
749,603828,柯利达,0.14,-6.67,,2.5,,2599.6,39.63,,04-28
750,600353,旭光股份,0.02,38.18,,1.16,,1240.33,38.49,,04-28
751,002739,万达电影,0.4,3.49,,4.43,,47391.25,2.26,,04-28
752,600737,中粮糖业,0.09,-1089.25,,2.79,,18884.51,-1090.67,,04-28
753,002110,三钢闽光,0.3,266.67,,5.43,,40763.99,843.88,,04-28
754,002447,壹桥股份,0.01,228.57,,0.41,,1093.03,228.14,,04-28
755,002142,宁波银行,0.6,15.38,12.0,5.12,,235921.5,16.2,,04-28
756,603968,醋化股份,0.23,155.56,,3.65,,4696.05,146.52,,04-28
757,600790,轻纺城,0.09,12.5,,1.88,,9076.51,13.12,,04-28
758,002158,汉钟精机,0.05,-43.21,,1.26,,2463.52,2.29,,04-28
759,600059,古越龙山,0.08,0.0,,1.61,,6329.27,2.38,,04-28
760,603998,方盛制药,0.04,-63.64,,1.9,,1781.97,12.89,,04-28
761,600435,北方导航,0.01,-50.0,,0.34,,712.32,-16.88,,04-28
762,002809,红墙股份,0.22,1.33,,1.97,,1762.87,35.11,,04-28
763,600076,康欣新材,0.11,0.0,,3.73,,11110.77,0.47,,04-28
764,600824,益民集团,0.05,9.09,,2.43,,5042.35,7.62,,04-28
765,000839,中信国安,0.01,-74.95,,0.83,,5455.73,-37.31,,04-28
766,600111,北方稀土,0.02,900.0,,0.89,,7446.02,1018.7,,04-28
767,600861,北京城乡,0.1,16.55,,1.39,,3301.56,16.53,,04-28
768,603167,渤海轮渡,0.31,19.23,,4.88,,14973.26,18.82,,04-28
769,600128,弘业股份,-0.01,-162.05,,-0.21,,-297.68,-161.72,,04-28
770,600522,中天科技,0.15,-49.4,,3.68,,44537.98,41.23,,04-28
771,603208,江山欧派,0.29,61.11,,3.22,,1938.59,76.39,,04-28
772,600540,*ST新赛,0.01,-155.0,,0.6,,361.7,-154.94,,04-28
773,300012,华测检测,0.0,-121.9,,0.16,,382.34,-147.48,,04-28
774,600894,广日股份,0.11,-12.42,,1.4,,9700.94,-12.45,,04-28
775,600561,江西长运,-0.03,-141.67,,-0.43,,-604.41,-144.38,,04-28
776,002581,未名医药,0.12,0.0,,3.08,,7724.95,-1.37,,04-28
777,000488,晨鸣纸业,0.29,61.11,,3.67,,70251.79,74.7,,04-28
778,002276,万马股份,-0.03,-203.45,,-1.03,,-3154.79,-215.93,,04-28
779,600209,罗顿发展,-0.02,-6.25,1.5,-1.01,-0.02,-665.67,-3.0,,04-28
780,002629,仁智股份,-0.03,-45.45,,-2.15,,-1433.21,-36.71,,04-28
781,600618,氯碱化工,0.05,517.07,,2.97,,5849.3,520.55,,04-28
782,002324,普利特,0.24,-29.41,,3.07,,6609.51,-27.09,,04-28
783,000576,广东甘化,-0.03,-5.47,,-1.06,,-1375.86,-5.67,,04-28
784,600638,新黄浦,0.05,0.56,,0.83,,3031.94,0.64,,04-28
785,002356,赫美集团,0.05,-28.57,,0.99,,1552.02,-23.36,,04-28
786,603696,安记食品,0.08,0.0,,1.35,,993.54,9.12,,04-28
787,600301,ST南化,-0.01,-72.63,,-0.88,,-231.39,-72.53,,04-28
788,002693,双成药业,-0.02,-33.33,,-1.59,,-874.66,-22.47,,04-28
789,601519,*ST智慧,-0.04,-55.29,,-2.11,,-7652.4,-54.45,,04-28
790,300162,雷曼股份,0.03,-13.79,,0.77,,867.31,-13.82,,04-28
791,601628,中国人寿,0.21,16.67,10.66,2.03,3.75,614900.0,17.1,,04-28
792,600359,新农开发,0.01,-125.0,,0.51,,339.35,-119.96,,04-28
793,002745,木林森,0.25,127.27,,2.49,,13256.89,162.7,,04-28
794,002436,兴森科技,0.02,-50.0,,1.49,,3689.65,89.61,,04-28
795,603888,新华网,0.1,-16.67,,0.88,,2094.28,9.3,,04-28
796,002762,金发拉比,0.09,-25.0,,1.93,,1706.65,17.16,,04-28
797,600759,洲际油气,0.01,1020.0,,0.23,,1263.79,950.34,,04-28
798,601939,建设银行,0.28,3.7,6.52,4.41,,7001200.0,3.03,,04-28
799,600777,新潮能源,0.0,-124.5,,0.36,,1989.09,-239.69,,04-28
800,603000,人民网,-0.04,-200.0,,-1.67,,-4517.79,-216.53,,04-28
801,002468,申通快递,0.21,-1690.91,,5.76,,32248.03,-7445.91,,04-28
802,000785,武汉中商,0.08,14.29,,2.6,,2039.47,23.81,,04-28
803,600795,国电电力,0.05,-44.44,,1.97,,102365.69,-43.69,,04-28
804,002179,中航光电,0.3,10.83,,4.37,,18371.42,10.85,,04-28
805,603088,宁波精达,0.09,350.0,,1.52,,698.26,271.78,,04-28
806,002516,旷达科技,0.05,-37.2,,1.92,,7053.12,48.85,,04-28
807,600848,上海临港,0.05,1262.16,,0.93,,5599.01,1595.41,,04-28
808,603128,华贸物流,0.06,50.0,,1.77,,6278.28,116.9,,04-28
809,600866,星湖科技,-0.04,7.75,,-2.45,,-2600.29,7.83,,04-28
810,603179,新泉股份,0.46,170.59,,8.84,,5543.4,168.6,,04-28
811,600155,宝硕股份,0.03,-250.0,,0.34,,4996.12,-583.89,,04-28
812,000922,*ST佳电,-0.01,-83.33,,-1.78,,-737.52,-75.43,,04-28
813,002260,德奥通航,-0.06,545.98,,-4.46,,-1490.29,549.57,,04-28
814,002581,未名医药,0.12,0.0,,3.08,,7724.95,-1.37,,04-28
815,000488,晨鸣纸业,0.29,61.11,,3.67,,70251.79,74.7,,04-28
816,002276,万马股份,-0.03,-203.45,,-1.03,,-3154.79,-215.93,,04-28
817,600196,复星医药,0.32,18.52,,3.3,,73774.67,16.32,,04-28
818,002297,博云新材,-0.01,-61.22,,-0.23,,-358.8,-53.99,,04-28
819,600215,长春经开,-0.01,-86.43,,-0.12,,-280.91,-86.32,,04-28
820,002329,皇氏集团,0.02,2.58,,0.61,,1668.25,2.79,,04-28
821,002650,加加食品,0.05,6.25,,2.99,,5915.15,7.59,,04-28
822,002666,德联集团,0.04,-20.0,,1.11,,3070.28,-9.85,,04-28
823,600662,强生控股,0.02,-46.96,,0.59,,1928.28,-46.92,,04-28
824,600288,大恒科技,-0.03,-46.75,,-0.74,,-1110.39,-46.75,,04-28
825,600681,百川能源,0.09,-10.0,,3.85,,8369.3,44.36,,04-28
826,603708,家家悦,0.26,-18.75,,3.88,,9222.95,6.38,,04-28
827,002698,博实股份,0.02,0.0,,0.81,,1487.52,37.39,,04-28
828,601579,会稽山,0.17,11.33,,2.81,,8266.47,41.2,,04-28
829,002716,金贵银业,0.1,66.67,,2.25,,4785.74,48.76,,04-28
830,601669,中国电建,0.12,5.44,,3.02,,170593.57,5.5,,04-28
831,002409,雅克科技,0.07,-34.06,,1.55,,2377.0,36.32,,04-28
832,603817,海峡环保,0.06,-17.43,,2.08,,2238.92,-8.28,,04-28
833,002733,雄韬股份,0.06,-14.29,,0.98,,2195.22,3.15,,04-28
834,000695,滨海能源,-0.08,-308.33,,-5.19,,-1659.47,-308.37,,04-28
835,601800,中国交建,0.19,35.71,,2.15,,314063.48,36.22,,04-28
836,603900,莱绅通灵,0.45,-2.17,,5.3,,11014.39,30.46,,04-28
837,600765,中航重机,0.06,0.0,,1.39,,4905.99,5.62,,04-28
838,603939,益丰药房,0.19,17.18,,2.31,,6935.38,32.67,,04-28
839,600400,红豆股份,0.02,0.0,,0.75,,3078.51,9.47,,04-28
840,603939,益丰药房,0.19,17.18,,2.31,,6935.38,32.67,,04-28
841,600400,红豆股份,0.02,0.0,,0.75,,3078.51,9.47,,04-28
842,002785,万里石,0.02,51.52,,0.54,,350.75,33.16,,04-28
843,600782,新钢股份,0.1,-242.86,,3.12,,27204.48,-396.27,,04-28
844,603006,联明股份,0.15,-58.33,,3.35,,2828.34,-17.39,,04-28
845,002473,*ST圣莱,-0.04,-8.57,,-1.58,,-563.12,-8.61,,04-28
846,002802,洪汇新材,0.12,-20.0,,2.38,,1321.54,8.32,,04-28
847,000010,美丽生态,-0.03,-22.06,,-1.16,,-2550.81,-22.01,,04-28
848,600456,宝钛股份,-0.08,-27.08,,-1.06,,-3627.46,-27.09,,04-28
849,600818,中路股份,0.08,376.47,,4.26,,2596.41,371.62,,04-28
850,603050,科林电气,0.05,18.42,,0.7,,446.73,17.37,,04-28
851,002505,大康农业,0.01,242.86,,0.92,,5279.59,563.13,,04-28
852,600105,永鼎股份,0.06,-37.89,,2.16,,5537.8,23.22,,04-28
853,600855,航天长峰,-0.04,260.0,,-1.49,,-1433.82,259.54,,04-28
854,002538,司尔特,0.05,-27.27,,1.07,,3436.49,-27.99,,04-28
855,600871,石化油服,-0.1,-20.17,,-17.31,,-134536.6,-20.17,,04-28
856,000910,大亚圣象,0.08,37.5,,1.39,,4069.07,38.51,,04-28
857,600160,巨化股份,0.09,-557.89,,1.75,,18402.21,-634.76,,04-28
858,002570,贝因美,0.01,-83.33,,0.38,,1092.36,-81.81,,04-28
859,600555,海航创新,-0.04,33.33,,-3.22,,-4915.09,10.05,,04-28
860,002270,华明装备,0.06,0.0,,1.73,,3272.27,8.13,,04-28
861,600578,京能电力,-0.01,-114.29,,-0.23,,-4673.59,-113.97,,04-28
862,002286,保龄宝,0.04,0.0,,0.93,,1410.33,5.85,,04-28
863,000978,桂林旅游,-0.0,-86.67,,-0.1,,-153.99,-85.82,,04-28
864,600220,江苏阳光,0.0,-96.81,,0.06,,112.82,-96.64,,04-28
865,600612,老凤祥,0.59,28.78,,5.97,,31086.09,28.8,,04-28
866,000999,华润三九,0.38,18.75,,4.26,,37469.29,19.95,,04-28
867,600237,铜峰电子,0.01,184.14,,0.38,,464.81,188.93,,04-28
868,002639,雪人股份,0.0,-106.33,,0.06,,131.13,-107.38,,04-28
869,600630,龙头股份,0.05,0.0,,1.25,,2132.98,-5.12,,04-28
870,603589,口子窖,0.55,22.22,,7.42,,32702.54,20.8,,04-28
871,600293,三峡新材,0.08,2720.0,,1.92,,6554.88,6242.42,,04-28
872,002061,江山化工,0.1,-469.23,,3.25,,5312.76,-545.31,,04-28
873,601388,怡球资源,0.05,-266.67,,4.63,,10351.94,-770.64,,04-28
874,002093,国脉科技,0.05,23.24,,1.62,,4755.17,43.53,,04-28
875,601699,潞安环能,0.17,1600.0,,2.72,,50939.62,2307.85,,04-28
876,002414,高德红外,0.0,-110.15,,0.04,,124.16,-110.5,,04-28
877,603826,坤彩科技,0.1,47.2,,5.18,,2625.94,47.23,,04-28
878,600352,浙江龙盛,0.15,65.17,,3.15,,50118.82,65.04,,04-28
879,601857,中国石油,0.03,-137.5,,0.5,,569900.0,-141.34,,04-28
880,002125,湘潭电化,0.02,1400.0,,0.5,,526.31,2659.03,,04-28
881,601908,京运通,0.0,-98.0,3.13,0.04,,229.4,-97.74,,04-28
882,600012,皖通高速,0.18,15.46,,3.33,,29354.58,15.47,,04-28
883,002446,盛路通信,0.13,8.33,,2.34,,5794.84,6.87,,04-28
884,000750,国海证券,0.05,-58.33,,1.58,,21952.58,-33.53,,04-28
885,600031,三一重工,0.1,708.33,,3.22,,74570.4,727.06,,04-28
886,002462,嘉事堂,0.28,27.27,,3.52,,7106.02,30.47,,04-28
887,603011,合锻智能,0.02,-60.0,,0.53,,887.18,-8.77,,04-28
888,002808,苏州恒久,0.05,-5.44,,1.23,,646.44,26.76,,04-28
889,000017,深中华A,0.0,33.33,,1.47,,21.23,45.07,,04-28
890,603069,海汽集团,0.05,-50.0,,1.52,,1591.97,-34.94,,04-28
891,600093,易见股份,,,,3.06,,19141.21,104.27,,04-28
892,000035,中国天楹,0.02,-66.67,,1.1,,2278.84,-36.97,,04-28
893,600841,上柴股份,0.03,13.33,,0.84,,2977.18,17.34,,04-28
894,600503,华丽家族,0.05,621.33,,2.04,,8668.35,618.64,,04-28
895,000876,新希望,0.15,-53.13,,3.03,,63893.2,-3.12,,04-28
896,002221,东华能源,0.13,33.2,,3.2,,21573.62,207.51,,04-28
897,603166,福达股份,0.06,160.87,,1.66,,3504.31,213.62,,04-28
898,000100,TCL集团,0.04,72.3,1.94,1.91,0.19,44781.99,71.86,,04-28
899,002575,群兴玩具,-0.02,-581.63,,-1.54,,-1388.99,-585.03,,04-28
900,603323,吴江银行,0.15,0.0,,2.17,,17023.1,9.82,,04-28
901,600583,海油工程,-0.04,-116.0,,-0.74,,-17025.55,-115.64,,04-28
902,300048,合康新能,0.01,-93.33,,0.46,,1139.95,-81.0,,04-28
903,000966,长源电力,0.04,-91.6,,1.4,,4926.31,-83.17,,04-28
904,002291,星期六,0.03,26.84,,0.63,,1154.26,25.01,,04-28
905,603360,百傲化学,,,,4.56,,2748.48,47.69,,04-28
906,002612,朗姿股份,0.09,-35.11,,1.39,,3512.81,29.79,,04-28
907,600600,青岛啤酒,0.43,8.61,,3.49,,57931.2,8.51,,04-28
908,601005,*ST重钢,-0.13,-40.91,,,,-59387.4,-40.16,,04-28
909,600226,瀚叶股份,0.06,-11.37,,5.6,,9790.98,32.05,,04-28
910,600617,国新能源,0.08,-51.9,,2.39,,9056.29,-51.92,,04-28
911,002002,鸿达兴业,0.13,12.27,,7.65,,30419.76,180.6,,04-28
912,601318,中国平安,1.29,11.21,22.51,5.8,-2.34,2305300.0,11.37,,04-28
913,603690,至纯科技,0.04,-43.84,,2.27,,780.58,-31.55,,04-28
914,600691,阳煤化工,0.01,80.88,,0.58,,2163.78,80.58,,04-28
915,603738,泰晶科技,0.23,64.29,,2.78,,1537.86,113.73,,04-28
916,600708,光明地产,0.03,8.88,6.72,0.49,-0.25,4370.71,9.2,,04-28
917,600336,澳柯玛,0.04,-6.21,,1.78,,3168.58,6.8,,04-28
918,002098,浔兴股份,0.02,17.65,,0.68,,768.55,28.47,,04-28
919,601766,中国中车,0.04,-42.86,,1.02,,115198.8,-42.05,,04-28
920,603843,正平股份,-0.03,-40.0,,-1.15,,-1396.89,-7.1,,04-28
921,002743,富煌钢构,0.02,-60.0,,0.36,,706.38,10.0,,04-28
922,000709,河钢股份,0.06,454.55,,1.43,,64929.7,455.69,,04-28
923,603887,城地股份,0.16,-27.27,,2.22,,1530.11,-3.21,,04-28
924,600376,首开股份,0.03,-82.95,,0.43,,16021.14,-71.53,,04-28
925,002761,多喜爱,0.04,-48.92,,0.65,,426.22,-48.89,,04-28
926,600019,宝钢股份,0.17,88.89,6.96,2.5,,378615.48,147.7,,04-28
927,600393,粤泰股份,0.57,-2823.81,,13.92,,72512.29,-6175.08,,04-28
928,600038,中直股份,0.12,27.65,,1.03,,7101.38,27.6,,04-28
929,002467,二六三,0.04,-63.64,,1.63,,2939.99,-66.01,,04-28
930,600418,江淮汽车,0.14,-26.32,,1.96,,27356.97,-2.19,,04-28
931,603018,中设集团,0.24,-40.0,,2.51,,4905.61,18.69,,04-28
932,000022,深赤湾A,0.22,14.36,,2.9,,13884.45,14.54,,04-28
933,600115,东方航空,0.19,-1.62,,5.79,,281800.0,8.3,,04-28
934,000882,华联股份,0.0,-50.6,,0.15,,1019.12,-44.99,,04-28
935,600132,重庆啤酒,0.1,91.94,,3.84,,4814.54,90.97,,04-28
936,300638,广和通,,,,4.16,,606.56,37.12,,04-28
937,600527,江南高纤,0.02,526.67,,0.92,,1504.37,572.84,,04-28
938,600882,广泽股份,0.01,-116.67,,0.39,,454.09,-118.65,,04-28
939,002564,天沃科技,0.04,-449.21,,1.3,,3240.64,-447.36,,04-28
940,002259,升达林业,-0.01,-34.29,,-0.52,,-868.44,-22.88,,04-28
941,603306,华懋科技,0.34,-30.61,,5.41,,7228.66,5.27,,04-28
942,002585,双星新材,0.06,20.0,,0.72,,4320.5,15.24,,04-28
943,000952,广济药业,0.1,5.43,,4.66,,2442.52,5.91,,04-28
944,002280,联络互动,0.03,-40.0,,1.14,,7107.51,-26.93,,04-28
945,600213,亚星客车,0.02,-133.33,,4.06,,538.74,-141.02,,04-28
946,000541,佛山照明,0.09,11.22,,2.36,,11987.46,11.22,,04-28
947,000560,昆百大A,0.01,-12.06,,0.38,,1450.51,-11.83,,04-28
948,002023,海特高新,0.01,-52.0,,0.3,,1086.98,-46.64,,04-28
949,002665,首航节能,-0.02,-200.0,,-1.27,,-3647.35,-413.85,,04-28
950,000605,渤海股份,0.03,3.92,,0.45,,740.62,24.02,,04-28
951,300118,东方日升,0.12,-78.36,,2.02,,7720.59,-78.13,,04-28
952,601225,陕西煤业,0.27,-7023.08,,7.45,,267378.49,-6982.83,,04-28
953,601339,百隆东方,0.08,14.29,,1.54,,11362.74,14.32,,04-28
954,603703,盛洋科技,0.06,0.0,,2.59,,1362.43,153.29,,04-28
955,600306,商业城,0.97,-610.53,,112.45,,17193.46,-605.75,,04-28
956,000652,泰达股份,-0.02,-1250.0,,-0.77,,-2719.49,-1239.68,,04-28
957,002071,长城影视,0.02,-25.81,,1.47,,1233.09,-24.88,,04-28
958,603768,常青股份,0.23,-13.15,,4.62,,3526.72,-13.14,,04-28
959,600323,瀚蓝环境,0.17,21.43,,2.69,,13172.18,23.95,,04-28
960,002715,登云股份,0.07,-240.0,,0.47,,601.63,-245.26,,04-28
961,603816,顾家家居,0.46,,,5.32,,18784.87,,,04-28
962,000693,*ST华泽,-0.07,94.32,,-4.69,,-4061.57,102.18,,04-28
963,601799,星宇股份,0.36,14.43,,2.61,,9919.15,31.86,,04-28
964,600363,联创光电,0.11,53.87,,2.33,,4852.1,53.96,,04-28
965,000790,泰合健康,0.01,-40.44,,0.52,,348.98,-40.42,,04-28
966,002183,怡亚通,,,,3.32,,18586.33,13.34,,04-28
967,002537,海联金汇,0.16,45.45,,1.41,,9359.94,182.35,,04-28
968,600515,海航基础,0.01,-69.57,,9.85,,2542.39,161.32,,04-28
969,600870,厦华电子,0.0,-73.91,,2.03,,30.51,-74.58,,04-28
970,600138,中青旅,0.12,9.52,,1.69,,8665.66,9.54,,04-28
971,002247,帝龙文化,0.09,50.0,,1.71,,7927.34,428.6,,04-28
972,600159,大龙地产,-0.02,-181.27,,-0.79,,-1746.99,-181.13,,04-28
973,600552,凯盛科技,0.03,15.93,,0.51,,1198.56,15.82,,04-28
974,600577,精达股份,0.03,65.0,,2.2,,6481.74,44.39,,04-28
975,600979,广安爱众,0.05,68.73,,1.41,,4657.71,123.28,,04-28
976,600200,江苏吴中,0.04,-350.0,,0.85,,2521.11,-365.45,,04-28
977,000529,广弘控股,0.04,33.33,,1.89,,2311.41,19.39,,04-28
978,600219,南山铝业,0.03,0.0,,0.9,,28652.74,292.04,,04-28
979,002622,融钰集团,0.01,-28.0,,0.51,,601.49,71.48,,04-28
980,600611,大众交通,0.08,32.2,,1.99,,18518.35,100.18,,04-28
981,000998,隆平高科,0.18,37.57,,4.02,,23137.28,47.79,,04-28
982,600629,华建集团,0.13,84.32,,4.68,,4811.06,84.19,,04-28
983,600648,外高桥,0.08,166.67,,0.98,,9237.01,205.02,,04-28
984,600275,*ST昌鱼,-0.01,31.73,,-5.01,,-699.47,31.56,,04-28
985,600292,远达环保,0.03,-62.5,,0.46,,2254.44,-63.2,,04-28
986,002381,双箭股份,0.02,-50.0,,0.58,,947.15,-37.9,,04-28
987,002076,雪莱特,0.02,48.59,,0.76,,773.16,47.94,,04-28
988,603788,宁波高发,0.43,53.57,,7.03,,6043.62,56.17,,04-28
989,002737,葵花药业,0.34,2.03,,3.66,,9835.1,2.03,,04-28
990,603878,武进不锈,0.04,-300.0,,0.45,,874.89,-448.8,,04-28
991,000720,新能泰山,-0.05,-308.73,,-5.31,,-4539.11,-308.32,,04-28
992,603908,牧高笛,0.44,15.79,,6.12,,2439.37,27.78,,04-28
993,600387,海越股份,0.07,-163.64,,2.28,,2729.35,-161.55,,04-28
994,002772,众兴菌业,0.14,-51.08,,2.19,,5023.71,-41.79,,04-28
995,002789,建艺集团,0.35,12.9,,2.58,,2802.82,33.18,,04-28
996,000776,广发证券,0.28,16.67,,2.67,,213852.68,18.44,,04-28
997,600057,象屿股份,0.12,71.43,,2.04,,13802.38,77.86,,04-28
998,002807,江阴银行,0.1,-12.86,,1.99,,17473.3,-1.16,,04-28
999,600074,保千里,0.07,16.67,,3.81,,17007.73,23.73,,04-28
1000,600091,ST明科,0.04,-200.0,,1.96,,1762.0,-192.48,,04-28
1001,000034,神州数码,0.13,-1103.08,,3.17,,8526.2,-1540.48,,04-28
1002,600483,福能股份,0.13,30.0,,1.98,,19952.07,35.94,,04-28
1003,600839,四川长虹,0.01,-84.83,,0.26,,3297.63,-84.75,,04-28
1004,600502,安徽水利,0.05,-50.0,,1.41,,4065.64,-11.81,,04-28
1005,000875,吉电股份,0.03,-63.22,,0.9,,6870.71,-45.94,,04-28
1006,002542,中化岩土,0.02,-33.33,,1.17,,3846.72,10.13,,04-28
1007,000895,双汇发展,0.27,-18.16,,6.0,,87861.66,-18.2,,04-28
1008,002558,巨人网络,0.2,-176.92,,4.39,,33898.72,-2067.71,,04-28
1009,000402,金融街,0.18,-30.77,,1.92,,53839.81,-30.97,,04-28
1010,000915,山大华特,0.48,84.62,,6.52,,8653.11,85.7,,04-28
1011,600892,大晟文化,0.05,-64.29,,0.46,,767.25,-60.21,,04-28
1012,300332,天壕环境,0.0,-94.67,,0.09,,282.13,-87.03,,04-28
1013,600565,迪马股份,0.04,33.33,,1.25,,8509.27,11.06,,04-28
1014,000938,紫光股份,0.3,57.81,,1.32,,31600.86,696.76,,04-28
1015,000516,国际医学,0.03,-51.43,,1.88,,6628.5,22.86,,04-28
1016,000534,万泽股份,-0.05,-14.05,,-1.67,,-2288.54,-13.94,,04-28
1017,601058,赛轮金宇,-0.02,-122.22,,-1.12,,-5071.84,-153.3,,04-28
1018,002322,理工环科,0.11,450.0,,1.52,,4549.77,459.12,,04-28
1019,601128,常熟银行,0.14,0.0,4.55,3.17,,31632.0,11.51,,04-28
1020,601579,会稽山,0.17,11.33,,2.81,,8266.47,41.2,,04-28
1021,002716,金贵银业,0.1,66.67,,2.25,,4785.74,48.76,,04-28
1022,601669,中国电建,0.12,5.44,,3.02,,170593.57,5.5,,04-28
1023,002409,雅克科技,0.07,-34.06,,1.55,,2377.0,36.32,,04-28
1024,603817,海峡环保,0.06,-17.43,,2.08,,2238.92,-8.28,,04-28
1025,002414,高德红外,0.0,-110.15,,0.04,,124.16,-110.5,,04-28
1026,603826,坤彩科技,0.1,47.2,,5.18,,2625.94,47.23,,04-28
1027,600352,浙江龙盛,0.15,65.17,,3.15,,50118.82,65.04,,04-28
1028,601857,中国石油,0.03,-137.5,,0.5,,569900.0,-141.34,,04-28
1029,002125,湘潭电化,0.02,1400.0,,0.5,,526.31,2659.03,,04-28
1030,601908,京运通,0.0,-98.0,3.13,0.04,,229.4,-97.74,,04-28
1031,600012,皖通高速,0.18,15.46,,3.33,,29354.58,15.47,,04-28
1032,002446,盛路通信,0.13,8.33,,2.34,,5794.84,6.87,,04-28
1033,000750,国海证券,0.05,-58.33,,1.58,,21952.58,-33.53,,04-28
1034,600031,三一重工,0.1,708.33,,3.22,,74570.4,727.06,,04-28
1035,002462,嘉事堂,0.28,27.27,,3.52,,7106.02,30.47,,04-28
1036,603011,合锻智能,0.02,-60.0,,0.53,,887.18,-8.77,,04-28
1037,002808,苏州恒久,0.05,-5.44,,1.23,,646.44,26.76,,04-28
1038,000017,深中华A,0.0,33.33,,1.47,,21.23,45.07,,04-28
1039,603069,海汽集团,0.05,-50.0,,1.52,,1591.97,-34.94,,04-28
1040,600093,易见股份,,,,3.06,,19141.21,104.27,,04-28
1041,000035,中国天楹,0.02,-66.67,,1.1,,2278.84,-36.97,,04-28
1042,600841,上柴股份,0.03,13.33,,0.84,,2977.18,17.34,,04-28
1043,600503,华丽家族,0.05,621.33,,2.04,,8668.35,618.64,,04-28
1044,000876,新希望,0.15,-53.13,,3.03,,63893.2,-3.12,,04-28
1045,002221,东华能源,0.13,33.2,,3.2,,21573.62,207.51,,04-28
1046,603166,福达股份,0.06,160.87,,1.66,,3504.31,213.62,,04-28
1047,000100,TCL集团,0.04,72.3,1.94,1.91,0.19,44781.99,71.86,,04-28
1048,002575,群兴玩具,-0.02,-581.63,,-1.54,,-1388.99,-585.03,,04-28
1049,002270,华明装备,0.06,0.0,,1.73,,3272.27,8.13,,04-28
1050,600578,京能电力,-0.01,-114.29,,-0.23,,-4673.59,-113.97,,04-28
1051,002286,保龄宝,0.04,0.0,,0.93,,1410.33,5.85,,04-28
1052,000978,桂林旅游,-0.0,-86.67,,-0.1,,-153.99,-85.82,,04-28
1053,600220,江苏阳光,0.0,-96.81,,0.06,,112.82,-96.64,,04-28
1054,600612,老凤祥,0.59,28.78,,5.97,,31086.09,28.8,,04-28
1055,000999,华润三九,0.38,18.75,,4.26,,37469.29,19.95,,04-28
1056,600237,铜峰电子,0.01,184.14,,0.38,,464.81,188.93,,04-28
1057,002639,雪人股份,0.0,-106.33,,0.06,,131.13,-107.38,,04-28
1058,600630,龙头股份,0.05,0.0,,1.25,,2132.98,-5.12,,04-28
1059,603589,口子窖,0.55,22.22,,7.42,,32702.54,20.8,,04-28
1060,600293,三峡新材,0.08,2720.0,,1.92,,6554.88,6242.42,,04-28
1061,002061,江山化工,0.1,-469.23,,3.25,,5312.76,-545.31,,04-28
1062,601388,怡球资源,0.05,-266.67,,4.63,,10351.94,-770.64,,04-28
1063,002093,国脉科技,0.05,23.24,,1.62,,4755.17,43.53,,04-28
1064,601699,潞安环能,0.17,1600.0,,2.72,,50939.62,2307.85,,04-28
1065,002098,浔兴股份,0.02,17.65,,0.68,,768.55,28.47,,04-28
1066,601766,中国中车,0.04,-42.86,,1.02,,115198.8,-42.05,,04-28
1067,603843,正平股份,-0.03,-40.0,,-1.15,,-1396.89,-7.1,,04-28
1068,002743,富煌钢构,0.02,-60.0,,0.36,,706.38,10.0,,04-28
1069,000709,河钢股份,0.06,454.55,,1.43,,64929.7,455.69,,04-28
1070,603887,城地股份,0.16,-27.27,,2.22,,1530.11,-3.21,,04-28
1071,600376,首开股份,0.03,-82.95,,0.43,,16021.14,-71.53,,04-28
1072,002761,多喜爱,0.04,-48.92,,0.65,,426.22,-48.89,,04-28
1073,600019,宝钢股份,0.17,88.89,6.96,2.5,,378615.48,147.7,,04-28
1074,600393,粤泰股份,0.57,-2823.81,,13.92,,72512.29,-6175.08,,04-28
1075,600038,中直股份,0.12,27.65,,1.03,,7101.38,27.6,,04-28
1076,002467,二六三,0.04,-63.64,,1.63,,2939.99,-66.01,,04-28
1077,600418,江淮汽车,0.14,-26.32,,1.96,,27356.97,-2.19,,04-28
1078,603018,中设集团,0.24,-40.0,,2.51,,4905.61,18.69,,04-28
1079,000022,深赤湾A,0.22,14.36,,2.9,,13884.45,14.54,,04-28
1080,002539,云图控股,0.07,40.0,,2.34,,7187.32,40.45,,04-28
1081,600517,置信电气,0.03,-50.0,,1.19,,4199.54,-45.55,,04-28
1082,000338,潍柴动力,0.3,172.73,,3.65,,117993.41,166.61,,04-28
1083,600556,ST慧球,-0.0,-27.27,,-2.6,,-190.89,-26.57,,04-28
1084,603309,维力医疗,0.07,0.0,,1.72,,1485.3,5.1,,04-28
1085,600976,健民集团,0.12,-20.0,,1.73,,1770.1,-23.29,,04-28
1086,600197,伊力特,0.25,26.78,,5.62,,11125.9,26.76,,04-28
1087,600590,泰豪科技,0.04,37.04,,0.64,,2445.65,38.91,,04-28
1088,000544,中原环保,0.09,800.0,,1.09,,5687.96,1626.02,,04-28
1089,601012,隆基股份,0.22,46.67,,4.26,,43957.49,65.04,,04-28
