代码	名称	日期	open	high	low	close	成交额(百万)	成交量(股)	macd	rsi_6	kdj	cci	sma10	ema10	
399300.SZ	沪深300	2011/4/27	3242.62	3256.41	3189.04	3209.5	75111.25	6244356800	-0.593378461	21.13319401	15.70398295	-176.2916239	3297.085	3276.551773	-1
399300.SZ	沪深300	2011/4/28	3224.41	3237.19	3160.41	3161.78	79155.83	6505023600	-10.07014782	15.1412171	10.68423404	-174.2197328	3277.907	3255.684178	-1
399300.SZ	沪深300	2011/4/29	3161.16	3193.6	3147.14	3192.72	63455.82	5368306400	-14.91205946	30.47782927	15.2142821	-142.2310557	3261.285	3244.236145	1
399300.SZ	沪深300	2011/5/3	3192.85	3212.06	3164.93	3211.13	64348.99	5499891200	-17.06703798	38.42401529	21.79222666	-97.21523199	3246.454	3238.216846	1
399300.SZ	沪深300	2011/5/4	3192.84	3193.45	3120.96	3129.03	83567.66	6671634000	-25.11020305	23.84135096	15.81351044	-126.3989136	3229.776	3218.364692	-1
399300.SZ	沪深300	2011/5/5	3115	3136.9	3105.85	3126.12	63009.37	5256774800	-31.35780871	23.46261063	13.6190065	-128.4649726	3212.812	3201.59293	-1
399300.SZ	沪深300	2011/5/6	3093.81	3141.68	3083.91	3121.4	69747.38	5535218400	-36.27182671	22.758903	15.07093122	-118.4628444	3193.215	3187.012397	-1
399300.SZ	沪深300	2011/5/9	3126.26	3149.94	3118.14	3129.76	57287.41	4602740400	-39.04159208	27.3877352	18.8363687	-90.00809858	3176.197	3176.602871	1
399300.SZ	沪深300	2011/5/10	3135.15	3153.3	3121.75	3153.22	54931.22	4093299600	-38.89526475	39.5805213	25.95081585	-69.70800761	3166.562	3172.35144	1
399300.SZ	沪深300	2011/5/11	3153.65	3164.65	3127.49	3145.09	59507.72	4768853200	-38.98591696	36.99704883	30.60517159	-59.24846018	3157.975	3167.394814	-1
399300.SZ	沪深300	2011/5/12	3123.16	3142.4	3101.14	3101.6	61703.08	4879950000	-42.08194457	26.07282612	25.00482632	-90.05294536	3147.185	3155.432121	-1
399300.SZ	沪深300	2011/5/13	3105.3	3128.44	3080.19	3128.09	57757.2	4689595200	-41.91487851	39.19576455	28.77776824	-86.24469821	3143.816	3150.460826	1
399300.SZ	沪深300	2011/5/16	3120.44	3137.6	3098.78	3100.46	54238.72	4519432000	-43.51042643	32.07034029	25.15080364	-81.12687256	3134.59	3141.369767	-1
399300.SZ	沪深300	2011/5/17	3097.07	3136.23	3076.95	3116.03	65417.94	5120373200	-43.02260299	39.50681359	31.62087024	-83.26137169	3125.08	3136.762536	1
399300.SZ	沪深300	2011/5/18	3109.29	3145.7	3106.55	3139.38	49757.18	3964176800	-40.287441	49.4630678	44.80920045	-24.72871592	3126.115	3137.238439	1
399300.SZ	沪深300	2011/5/19	3148.35	3154.94	3118.62	3120.64	52249.68	4311078400	-39.18032046	42.69546029	46.47865359	-13.17515391	3125.567	3134.220541	-1
399300.SZ	沪深300	2011/5/20	3120.58	3133.43	3113.27	3121.6	48967.03	3846801200	-37.78983775	43.17341699	47.95650262	-36.40951589	3125.587	3131.925897	1
399300.SZ	沪深300	2011/5/23	3115.31	3115.31	3021.45	3022.98	66976.43	5590247200	-44.1368973	21.28664409	32.327147	-292.6515705	3114.909	3112.117552	-1
399300.SZ	沪深300	2011/5/24	3013.72	3029.75	2999.89	3026.22	52971.69	4160894400	-48.34821863	22.8289864	27.21197094	-282.6637455	3102.209	3096.499815	1
399300.SZ	沪深300	2011/5/25	3020.32	3030.99	2988.09	2990.34	48604.4	3928970400	-53.95893229	18.11266521	18.59081951	-199.0055997	3086.734	3077.198031	-1
399300.SZ	沪深300	2011/5/26	3011.47	3021.2	2977.6	2978.38	48346.48	3700374800	-58.69394803	16.73013044	12.5404907	-153.4280403	3074.412	3059.231116	-1
399300.SZ	沪深300	2011/5/27	2980.72	2996.61	2962.07	2963.31	52020	4277090400	-62.93700654	14.99903741	8.574633834	-136.0776523	3057.934	3041.790913	-1
399300.SZ	沪深300	2011/5/30	2956.58	2982.58	2942.36	2954.51	42960.26	3467116000	-66.24610359	13.98504301	7.62158767	-122.7359971	3043.339	3025.921656	-1
399300.SZ	沪深300	2011/5/31	2958.61	3001.73	2946.15	3001.56	50553.39	3968940000	-64.33048329	40.00662359	14.36383826	-82.72550373	3031.892	3021.492264	1
399300.SZ	沪深300	2011/6/1	2996.09	3006.56	2985.71	3004.17	49060.08	3841932800	-61.88832512	41.19093549	20.35902576	-56.88905071	3018.371	3018.342762	1
399300.SZ	沪深300	2011/6/2	2970.63	2984.49	2923.02	2955.71	61748.35	5261786800	-63.13542827	28.60815165	19.23947185	-92.38465533	3001.878	3006.954987	-1
399300.SZ	沪深300	2011/6/3	2951.58	2993.9	2951.2	2986.35	49273.76	3907616400	-60.9487948	42.04136284	32.3780419	-60.52053891	2988.353	3003.208626	1
399300.SZ	沪深300	2011/6/7	2977.68	3006.57	2974.36	3004.26	49859.14	3685233200	-57.11232931	48.79903933	46.66640229	-34.25696752	2986.481	3003.399785	1
399300.SZ	沪深300	2011/6/8	3003.58	3012.81	2965.92	3008.65	51123.19	4290876000	-53.10549933	50.49674791	60.18338682	-25.99320446	2984.724	3004.354369	1
399300.SZ	沪深300	2011/6/9	3000.4	3004.06	2951.89	2951.89	55381.28	4749663600	-53.88891744	33.34326615	50.83985821	-71.84250603	2980.879	2994.815393	-1
399300.SZ	沪深300	2011/6/10	2947.93	2964.08	2925.87	2961.93	50942.99	4220188000	-53.08767616	37.82626286	48.33805449	-119.3431416	2979.234	2988.836231	1
399300.SZ	沪深300	2011/6/13	2940.39	2957.52	2921.75	2950.35	46991.28	3835166800	-52.77869594	34.60504633	42.69465731	-131.6792613	2977.938	2981.838734	-1
399300.SZ	沪深300	2011/6/14	2947.66	3000.53	2943.53	2993.56	66158.91	5598281600	-48.48819924	52.65745137	54.74980229	9.971267856	2981.843	2983.969873	1
399300.SZ	沪深300	2011/6/15	2984.96	2999.15	2963.11	2963.12	54467.7	4439085200	-47.00238901	42.69419529	51.64372938	1.276708986	2977.999	2980.178987	-1
399300.SZ	沪深300	2011/6/16	2939.68	2946.82	2915.4	2917.58	47067.18	4113548000	-48.93547343	31.86892971	35.17514067	-173.7112892	2969.34	2968.797353	-1
399300.SZ	沪深300	2011/6/17	2916.41	2934.06	2891.02	2892.16	51647.16	4117652800	-51.92013531	27.24218596	23.76210626	-183.6327414	2962.985	2954.863289	-1
399300.SZ	沪深300	2011/6/20	2888.94	2896.08	2862.41	2874.9	45416.7	3799198400	-55.04372926	24.36053556	18.60957793	-192.2249028	2951.84	2940.324509	-1
399300.SZ	沪深300	2011/6/21	2883.35	2909.57	2877.05	2909.07	50160.68	4203892400	-54.13789855	39.55107939	23.3865006	-117.479977	2942.321	2934.641871	1
399300.SZ	沪深300	2011/6/22	2913.67	2921.03	2894.18	2908.58	43263.82	3731880000	-52.85033433	39.41486679	26.73348519	-82.08369879	2932.314	2929.903349	-1
399300.SZ	沪深300	2011/6/23	2899.01	2966.54	2888.68	2957.63	55276.89	4594111600	-47.32645542	57.14420951	40.80234084	-16.94795008	2932.888	2934.944558	1
399300.SZ	沪深300	2011/6/24	2946.61	3047.94	2944.05	3027.47	104972.92	8545924000	-36.88801518	71.42953942	56.85714187	115.5493999	2939.442	2951.767366	1
399300.SZ	沪深300	2011/6/27	3028.5	3056.02	3019.24	3036.49	79044.15	6561577200	-27.56982964	72.83301777	67.87566495	156.1655981	2948.056	2967.171481	1
399300.SZ	沪深300	2011/6/28	3040.18	3046.8	3014	3041.73	70333.38	5576625600	-19.53706514	73.7325413	76.12350427	134.2615971	2952.873	2980.727576	1
399300.SZ	沪深300	2011/6/29	3039.05	3043.82	2999.95	3000.17	61717.62	5347684800	-16.33627169	56.06461832	74.46678602	88.18921068	2956.578	2984.262562	-1
399300.SZ	沪深300	2011/6/30	3003.23	3058.63	3003.23	3044.09	73891.67	6250254800	-10.13876945	66.30398103	80.5078407	98.79647884	2969.229	2995.140278	1
399300.SZ	沪深300	2011/7/1	3052.12	3071.21	3034.07	3049.75	72614.65	5676665200	-4.716125028	67.47616458	83.32098046	102.4941299	2984.988	3005.069318	1
399300.SZ	沪深300	2011/7/4	3064.94	3124.58	3064.94	3121.98	102679.82	8046403200	5.348067897	78.78032289	88.51326633	135.9005784	3009.696	3026.325806	1
399300.SZ	沪深300	2011/7/5	3122.9	3128.53	3105.09	3122.5	81999.82	6776333600	13.21365417	78.84384723	91.50415379	124.3024712	3031.039	3043.812023	1
399300.SZ	沪深300	2011/7/6	3116.12	3116.12	3084.83	3113.71	76557	6155580800	18.52437101	74.33014278	91.65830547	98.59937538	3051.552	3056.520746	-1
399300.SZ	沪深300	2011/7/7	3123.29	3140.1	3101.1	3101.68	92120.55	7181036000	21.51442698	67.94217449	85.3010418	98.07643195	3065.957	3064.731519	-1
399300.SZ	沪深300	2011/7/8	3105.49	3124.39	3093.37	3109.18	65155.54	5128259200	24.21017537	69.87880539	82.84666908	86.70865333	3074.128	3072.813061	1
399300.SZ	沪深300	2011/7/11	3097.87	3121	3086.26	3113.21	62237.25	4792066000	26.36781099	71.00811815	82.16891746	73.6548983	3081.8	3080.157959	1
399300.SZ	沪深300	2011/7/12	3089.14	3090.1	3054.8	3056.91	71222.64	5710798400	23.26661029	43.60256106	67.85251081	10.95159465	3083.318	3075.931058	-1
399300.SZ	沪深300	2011/7/13	3060.42	3108.5	3060.42	3106.25	68294.83	5411436800	24.5077025	59.88473242	67.92669824	38.22230479	3093.926	3081.443593	1
399300.SZ	沪深300	2011/7/14	3112.59	3126.15	3092.47	3115.75	79948.5	6031493600	25.95861289	62.39328952	69.10236311	66.13084233	3101.092	3087.681121	1
399300.SZ	沪深300	2011/7/15	3105.5	3130.78	3097.34	3128.89	79424.85	6155032000	27.84774653	65.92955684	75.02095798	73.44068303	3109.006	3095.173645	1
399300.SZ	沪深300	2011/7/18	3131.8	3137.92	3113.67	3122.6	78225.03	6069131200	28.50871737	62.55085759	76.50869649	80.87313939	3109.068	3100.160255	-1
399300.SZ	沪深300	2011/7/19	3108.47	3109.92	3088.38	3095.13	68506.07	5338870800	26.51034731	49.30813661	66.76586018	3.020508923	3106.331	3099.245663	-1
399300.SZ	沪深300	2011/7/20	3113.71	3119.54	3071.85	3091.57	56930.99	4411833200	24.35857194	47.73644752	59.25632257	-30.83281191	3104.117	3097.850088	-1
399300.SZ	沪深300	2011/7/21	3092.27	3099.28	3058.26	3059.14	57942.64	4408469200	19.80810894	35.40127662	41.24467061	-158.1932052	3099.863	3090.81189	-1
399300.SZ	沪深300	2011/7/22	3066.19	3083.19	3059.6	3067.99	49618.95	3725725600	16.72318084	40.44114273	32.7859883	-129.9277674	3095.744	3086.662456	1
399300.SZ	沪深300	2011/7/25	3050.9	3050.9	2958.88	2968.29	77513.63	6718099200	6.162360475	19.68227893	23.60926179	-283.2518455	3081.252	3065.140191	-1
399300.SZ	沪深300	2011/7/26	2965.72	2980.86	2957.61	2977.77	49560.68	4351545600	-1.425773553	24.12620081	19.46642262	-218.665809	3073.338	3049.254702	1
399300.SZ	沪深300	2011/7/27	2961.58	3002.69	2951.52	3000.05	58746.22	4838561200	-5.577322736	34.36764336	21.65608432	-148.6107508	3062.718	3040.308392	1
399300.SZ	沪深300	2011/7/28	2973.64	2984.38	2956.71	2981	60678.6	4813898400	-10.28605987	30.18693933	19.70920643	-126.4351795	3049.243	3029.525048	-1
399300.SZ	沪深300	2011/7/29	2981.02	2995.97	2948.08	2972.08	54358.24	4629825200	-14.56958828	28.25561357	17.80528222	-102.2517682	3033.562	3019.080494	-1
399300.SZ	沪深300	2011/8/1	2969.11	2991.05	2958.83	2977.72	41203.12	3388694800	-17.30967934	31.57710687	17.63246506	-80.8751185	3019.074	3011.560404	1
399300.SZ	沪深300	2011/8/2	2958.85	2958.85	2919.01	2956.38	48435.3	3897835600	-20.9615492	26.09237267	18.66498207	-97.64714711	3005.199	3001.527603	-1
399300.SZ	沪深300	2011/8/3	2930.19	2969.13	2927.1	2954.87	49593.98	3866836000	-23.70427859	25.71314311	19.72394833	-80.50597592	2991.529	2993.044403	-1
399300.SZ	沪深300	2011/8/4	2962.91	2983.01	2951.84	2960.31	41335.66	3298572000	-25.14904631	30.10490245	23.58729014	-57.96976	2981.646	2987.092693	1
399300.SZ	沪深300	2011/8/5	2881.74	2916.41	2868.16	2897.42	60240.02	4931685600	-31.0112541	16.53984003	22.97479196	-139.1513855	2964.589	2970.788567	-1
399300.SZ	沪深300	2011/8/8	2864.51	2888.77	2747.97	2793.9	83694.78	7151776800	-43.50875304	8.751062755	21.32704933	-234.493558	2947.15	2938.627009	-1
399300.SZ	沪深300	2011/8/9	2720.95	2812.77	2697.06	2798.19	79653.28	6984267200	-52.46219235	10.83904578	25.49567499	-215.6260323	2929.192	2913.093008	1
399300.SZ	沪深300	2011/8/10	2845.35	2858.55	2820.12	2824.12	68580.54	5865931200	-56.81064545	23.53056219	31.16637608	-108.8749646	2911.599	2896.916097	1
399300.SZ	沪深300	2011/8/11	2779.72	2867.31	2777.76	2866.92	69223.94	5899768800	-56.15589338	40.34880007	40.03674253	-84.79483	2900.191	2891.462261	1
399300.SZ	沪深300	2011/8/12	2881.55	2894.22	2868.87	2875.37	63487.64	5719740800	-54.32888371	43.3030451	47.47684683	-33.72881235	2890.52	2888.536396	1
399300.SZ	沪深300	2011/8/15	2883.17	2917.88	2870.19	2917.88	61102.23	5987547600	-48.88722219	56.35273072	57.39232815	-5.21328393	2884.536	2893.871596	1
399300.SZ	沪深300	2011/8/16	2920.83	2932.14	2888.33	2897.58	57496.63	5096268000	-45.68606604	49.78620677	61.63626796	6.069274979	2878.656	2894.545852	-1
399300.SZ	沪深300	2011/8/17	2893.85	2910.84	2881.63	2886.01	41891.85	3917818000	-43.58036176	46.11129863	67.88314296	-3.240674473	2871.77	2892.993879	-1
399300.SZ	沪深300	2011/8/18	2887.1	2890	2832.27	2834.25	45784.42	4076888400	-45.56295399	33.02487908	64.70838083	-47.75045654	2859.164	2882.313173	-1
399300.SZ	沪深300	2011/8/19	2789.35	2814.1	2782.56	2807.66	48442.96	4325964800	-48.71817065	28.10742934	58.82152506	-99.72552961	2850.188	2868.739869	-1
399300.SZ	沪深300	2011/8/22	2809.33	2829.69	2768.42	2777.79	40136.54	3420968400	-53.01780569	23.40875685	41.12207868	-96.09605854	2848.577	2852.203529	-1
399300.SZ	沪深300	2011/8/23	2788.7	2821	2777.29	2821	36442	3262051400	-52.33532254	40.63574513	38.11998828	-67.72737046	2850.858	2846.53016	1
399300.SZ	沪深300	2011/8/24	2834.58	2845.47	2804.82	2810.02	41939.78	3530156400	-52.08009702	38.02761842	33.88307061	-38.97244697	2849.448	2839.891949	-1
399300.SZ	沪深300	2011/8/25	2818.7	2904.44	2815.91	2903.84	75745.96	7221684800	-43.80241211	62.62455994	50.16017722	60.13447602	2853.14	2851.518868	1
399300.SZ	沪深300	2011/8/26	2889.38	2907.4	2876.83	2901.22	51759.43	4560410400	-37.02687649	61.8025512	60.47815056	82.347582	2855.725	2860.555437	-1
399300.SZ	沪深300	2011/8/29	2875.78	2875.78	2847.48	2852.81	49892.65	4426784800	-35.1582161	47.8705078	60.07020644	9.898748146	2849.218	2859.147176	-1
399300.SZ	沪深300	2011/8/30	2875.14	2901.73	2838.33	2841.74	48565.79	4313787200	-34.17657942	45.08179736	57.63206836	10.32067566	2843.634	2855.982235	-1
399300.SZ	沪深300	2011/8/31	2843.99	2855.31	2823.77	2846.78	37624.54	3210790000	-32.61596288	46.77577962	57.21545	-29.49443973	2839.711	2854.309101	1
399300.SZ	沪深300	2011/9/1	2852.39	2869.25	2825.96	2834.54	35143.73	3011870200	-31.99797599	42.91778213	54.00203022	-21.85037955	2839.74	2850.714719	-1
399300.SZ	沪深300	2011/9/2	2828.84	2836.62	2790.77	2803.85	31960.6	2931711600	-33.59735406	34.38474821	42.80585224	-80.06290444	2839.359	2842.193861	-1
399300.SZ	沪深300	2011/9/5	2780.83	2780.83	2743.38	2743.82	36040.31	3200566000	-39.25627016	23.44393831	28.62665482	-162.2814524	2835.962	2824.307705	-1
399300.SZ	沪深300	2011/9/6	2727.75	2745.36	2711.07	2723.3	33746.8	2971398200	-44.87945206	20.73732278	21.16087248	-177.4916387	2826.192	2805.942667	-1
399300.SZ	沪深300	2011/9/7	2738.79	2779.21	2730.06	2779.09	37096.66	3326538000	-44.32314783	42.4241714	25.65583149	-95.39845928	2823.099	2801.060364	1
399300.SZ	沪深300	2011/9/8	2788.83	2789.11	2755.8	2756.11	31209.44	2683873600	-45.21535223	37.37024857	24.97828886	-78.79401037	2808.326	2792.887571	-1
399300.SZ	沪深300	2011/9/9	2770.15	2796.35	2739.62	2751.1	30348.13	2707350400	-45.79875622	36.2407609	23.65068902	-78.84859576	2793.314	2785.289831	-1
399300.SZ	沪深300	2011/9/13	2712.44	2726.19	2698.66	2720.28	30034.34	2671376400	-48.19249147	29.62985237	19.99168001	-122.0153439	2780.061	2773.469861	-1
399300.SZ	沪深300	2011/9/14	2729.26	2736.91	2677.13	2733.11	32858.42	3042478000	-48.49524711	35.50681506	23.04046625	-100.1124956	2769.198	2766.131705	1
399300.SZ	沪深300	2011/9/15	2734.55	2754.19	2728.91	2729.05	32507.11	3117192400	-48.50367107	34.41538058	26.21156588	-65.18374526	2757.425	2759.389577	-1
399300.SZ	沪深300	2011/9/16	2744.22	2755.89	2729	2733.99	29743.91	2755593200	-47.56344858	37.23248565	33.37215727	-56.0046237	2747.37	2754.771472	1
399300.SZ	沪深300	2011/9/19	2718.32	2718.32	2678.8	2679.27	29731.42	2909094000	-50.64990163	23.70055141	22.84643846	-119.3397846	2734.912	2741.043931	-1
399300.SZ	沪深300	2011/9/20	2675.04	2702.28	2664.1	2689.85	27274.35	2559868000	-51.6468674	29.63418085	21.72119212	-120.3160219	2729.515	2731.735944	1
399300.SZ	沪深300	2011/9/21	2691.7	2778.35	2677.35	2771.01	59146.49	5619417200	-45.36509564	58.99126866	41.42723457	-9.761721366	2734.286	2738.876681	1
399300.SZ	沪深300	2011/9/22	2745.15	2754.92	2684.94	2685.69	47793.34	4710266000	-46.7326523	38.64960902	33.0598703	-74.44743707	2724.946	2729.206376	-1
399300.SZ	沪深300	2011/9/23	2644.29	2681.23	2631.43	2669.48	45934.34	4259222400	-48.56463939	35.83258709	30.67272958	-169.0657469	2716.283	2718.347035	-1
399300.SZ	沪深300	2011/9/26	2645.25	2679.56	2603.11	2610.92	40495.02	3917512400	-54.11796673	27.22905188	21.93406807	-187.9178509	2702.265	2698.814847	-1
399300.SZ	沪深300	2011/9/27	2634.93	2652.56	2613.42	2637.88	37301.31	3502197600	-55.70147997	35.75145613	21.23649885	-140.5766366	2694.025	2687.735784	1
399300.SZ	沪深300	2011/9/28	2654.83	2660.1	2602.63	2610.59	36195.92	3416955600	-58.48432961	31.29900176	15.6676439	-128.5661935	2681.773	2673.709277	-1
399300.SZ	沪深300	2011/9/29	2593.56	2615.14	2577.29	2588.19	37708.58	3709359200	-61.78503141	27.87912392	12.25218502	-146.7995691	2667.687	2658.160318	-1
399300.SZ	沪深300	2011/9/30	2595.58	2607.57	2572.19	2581.35	32376.68	3205082200	-64.21258944	26.80587746	9.649173667	-127.719309	2652.423	2644.194806	-1
399300.SZ	沪深300	2011/10/10	2588.35	2595.32	2552.28	2557.08	28149.9	2832512200	-67.31882335	23.0308118	7.140527833	-126.2277353	2640.204	2628.35575	-1
399300.SZ	沪深300	2011/10/11	2625.16	2635.69	2526.65	2551.99	47409.89	4502984800	-69.3913562	22.24248369	8.460648321	-103.7981534	2626.418	2614.471068	-1
399300.SZ	沪深300	2011/10/12	2537.4	2647.02	2523.34	2644.76	62822.83	6594568000	-62.82389498	55.53239014	31.27431234	-54.23384582	2613.793	2619.978147	1
399300.SZ	沪深300	2011/10/13	2636.86	2672.91	2629.41	2662.6	56631.04	6042620000	-55.53937242	59.53059927	50.56404675	23.02368917	2611.484	2627.727575	1
399300.SZ	沪深300	2011/10/14	2655.36	2665.44	2629.88	2653.78	37326.71	3833694800	-49.90278782	56.5158779	62.77936517	21.27927159	2609.914	2632.464379	-1
399300.SZ	沪深300	2011/10/17	2658.95	2687.1	2653.38	2666.95	38101.62	3615831600	-43.86736926	60.13342571	71.08471275	57.53944306	2615.517	2638.734492	1
399300.SZ	沪深300	2011/10/18	2646.84	2651.73	2589.21	2592.21	39453.3	3937344800	-44.60101718	38.38609139	61.40829083	-31.97893265	2610.95	2630.275494	-1
399300.SZ	沪深300	2011/10/19	2599.92	2617.41	2580.66	2583.08	32114.97	3111616600	-45.39585795	36.45354983	53.0989322	-57.89675167	2608.199	2621.694495	-1
399300.SZ	沪深300	2011/10/20	2566.6	2570.1	2500.49	2520.53	39409.6	3984246400	-50.49100831	25.78231562	38.97894625	-172.1326193	2601.433	2603.30095	-1
399300.SZ	沪深300	2011/10/21	2522.26	2538.12	2504.69	2507.88	29090.71	2984350400	-54.91665594	24.07216474	27.30600775	-160.4219063	2594.086	2585.951687	-1
399300.SZ	沪深300	2011/10/24	2517.06	2581.13	2501.96	2576.67	44056.73	4634580000	-52.27069148	47.00889529	31.8117075	-79.40842795	2596.045	2584.264107	1
399300.SZ	沪深300	2011/10/25	2572.71	2633.97	2560.05	2625.43	57533.46	5796737600	-45.71227839	57.84154728	43.52529424	25.55237534	2603.389	2591.748815	1
399300.SZ	沪深300	2011/10/26	2613.27	2679.66	2611.01	2651.65	69534.36	7309824000	-37.96135899	62.75463271	56.01791672	89.17009318	2604.078	2602.63994	1
399300.SZ	沪深300	2011/10/27	2658.43	2672.84	2647.3	2657.48	47403.22	4882039200	-30.99102203	63.87784142	65.38771927	93.63585743	2603.566	2612.61086	1
399300.SZ	沪深300	2011/10/28	2694.54	2729.14	2689.38	2709.02	72908.42	7164310400	-21.06530478	72.63312952	73.99198778	143.6521961	2609.09	2630.139794	1
399300.SZ	沪深300	2011/10/31	2704.54	2709.32	2680.99	2695.31	52522.5	5040711200	-14.14236045	67.41708819	77.72947885	102.9115168	2611.926	2641.988923	-1
399300.SZ	沪深300	2011/11/1	2672.51	2726.09	2669.05	2697.53	56067.6	5520665200	-8.380140697	67.86549749	80.5447783	90.67931669	2622.458	2652.0873	1
399300.SZ	沪深300	2011/11/2	2658.55	2742.94	2653.72	2742.39	65327.48	6436158400	-0.191505384	75.9059719	86.95377397	98.59524827	2638.389	2668.505973	1
399300.SZ	沪深300	2011/11/3	2752.63	2781.04	2743.2	2744.3	90502.55	8482076000	6.378639153	76.21010105	86.91428799	126.8745405	2660.766	2682.286705	1
399300.SZ	沪深300	2011/11/4	2770.57	2781.99	2748.98	2763.75	63500.87	6195821600	13.0050642	79.38924382	88.53671285	117.6433376	2686.353	2697.098213	1
399300.SZ	沪深300	2011/11/7	2750.99	2769.3	2733.17	2736.25	47761.94	4537505600	15.8547697	64.71607432	83.44058628	85.5125097	2702.311	2704.21672	-1
399300.SZ	沪深300	2011/11/8	2745.06	2756.09	2723.69	2727.71	47864.91	4788425200	17.22551025	60.54590699	75.52707485	66.56348874	2712.539	2708.488225	-1
399300.SZ	沪深300	2011/11/9	2739.15	2755.81	2710.05	2751.65	48484.23	4687796000	20.01289376	67.57459474	75.80030608	63.49756757	2722.539	2716.335821	1
399300.SZ	沪深300	2011/11/10	2720.84	2729.57	2698.31	2699.59	51793.95	5117370400	17.8157396	46.12969456	62.45370578	20.71157515	2726.75	2713.291126	-1
399300.SZ	沪深300	2011/11/11	2705.24	2713.91	2685.1	2695	38724.22	3663669600	15.5251403	44.63115412	52.3631758	-15.3375163	2725.348	2709.965467	-1
399300.SZ	沪深300	2011/11/14	2717.54	2751.88	2714.86	2750.2	51333.49	4639094400	17.95700535	62.30356512	59.98089738	58.49278942	2730.837	2717.280836	1
399300.SZ	沪深300	2011/11/15	2746.77	2754	2732.91	2744.68	46980.74	4175986400	19.21733261	60.00529458	60.48473628	59.63762566	2735.552	2722.262503	-1
399300.SZ	沪深300	2011/11/16	2745.86	2746.29	2659.15	2670.12	57844.2	5594924000	14.03796129	37.55234563	43.29992947	-97.08687254	2728.325	2712.782048	-1
399300.SZ	沪深300	2011/11/17	2671.95	2687.83	2660.65	2662.02	37762.64	3524765200	9.173918668	35.80573241	29.73513228	-136.6411899	2720.097	2703.552584	-1
399300.SZ	沪深300	2011/11/18	2643.67	2646.21	2601.18	2606.5	44949.48	4241472000	0.829567115	25.89804427	20.96817224	-213.886896	2704.372	2685.90666	-1
399300.SZ	沪深300	2011/11/21	2608.56	2613.26	2587.74	2609.69	31175.41	2797189600	-5.463011076	27.28532485	18.33212633	-186.3667675	2691.716	2672.049085	1
399300.SZ	沪深300	2011/11/22	2592.23	2611.15	2580.78	2609.48	31886.74	2906907800	-10.34758931	27.24503164	17.74425941	-144.5978089	2679.893	2660.672888	-1
399300.SZ	沪深300	2011/11/23	2613.29	2617.09	2578.16	2584.01	30958.56	2853141200	-16.08841169	22.42521795	12.93846897	-124.1962637	2663.129	2646.734181	-1
399300.SZ	沪深300	2011/11/24	2565.69	2604.24	2557.7	2588.92	31894.73	3031960000	-20.01118237	25.47506685	13.92705539	-111.0660783	2652.062	2636.222512	1
399300.SZ	沪深300	2011/11/25	2585.14	2598.39	2563.65	2569.97	27509.36	2391376600	-24.36821145	21.55101715	11.36824918	-98.9771433	2639.559	2624.176601	-1
399300.SZ	沪深300	2011/11/28	2578.34	2589.35	2562.49	2573.32	29179.54	2566693600	-27.23690133	24.03334428	10.339672	-86.61984684	2621.871	2614.929946	1
399300.SZ	沪深300	2011/11/29	2595.09	2609.19	2580.29	2608.57	34962.42	3002587800	-26.36209254	45.72051775	19.92367385	-51.76319895	2608.26	2613.773592	1
399300.SZ	沪深300	2011/11/30	2600.1	2601.9	2507.18	2521.52	42454.2	4235264400	-32.32043788	24.76733178	16.72055612	-105.7578639	2593.4	2597.000212	-1
399300.SZ	沪深300	2011/12/1	2596.15	2630.66	2577.72	2583.61	66146.81	6352025200	-31.66728464	45.96360209	31.77925855	-35.69707486	2585.559	2594.565628	1
399300.SZ	沪深300	2011/12/2	2570.56	2575.69	2543.53	2557.31	33168.42	3218370400	-32.89267987	40.20579659	34.71872825	-87.3990408	2580.64	2587.791877	-1
399300.SZ	沪深300	2011/12/5	2561.2	2561.2	2517.18	2521.39	32749.93	3206338800	-36.3433151	33.35729468	26.98179767	-141.0102305	2571.81	2575.718809	-1
399300.SZ	沪深300	2011/12/6	2515.04	2525.67	2499.57	2516.34	26310.94	2629758000	-39.03548441	32.42547985	22.25211105	-163.5032655	2562.496	2564.922662	-1
399300.SZ	沪深300	2011/12/7	2517.34	2534.53	2509.78	2528.23	23433.73	2326184000	-39.75139501	37.36861553	22.12235481	-119.1039379	2556.918	2558.251269	1
399300.SZ	沪深300	2011/12/8	2525.04	2549.1	2494.69	2525	27843.68	2777774400	-40.11695011	36.49826598	22.1787972	-100.6819433	2550.526	2552.205583	-1
399300.SZ	沪深300	2011/12/9	2506.62	2525.16	2496.97	2503.46	25477.24	2402906000	-41.66447104	30.7642661	16.93584887	-112.7107509	2543.875	2543.34275	-1
399300.SZ	沪深300	2011/12/12	2497.92	2502.05	2476.12	2477.69	21200.44	2190124800	-44.45783393	25.10249505	11.62920531	-135.7020054	2534.312	2531.405886	-1
399300.SZ	沪深300	2011/12/13	2467.02	2472.66	2418.67	2421.93	33269.15	3571753600	-50.5878153	16.98577327	8.265406338	-187.4993182	2515.648	2511.50118	-1
399300.SZ	沪深300	2011/12/14	2415.94	2433.55	2392.3	2397.48	23753.61	2532010800	-56.76443528	14.5160438	6.451798056	-191.2143406	2503.244	2490.770056	-1
